Area,Clark,MlsArea,mls_area,area1,"{table: :mls_area, code: ' area1', label: 'Clark '},",,,,,,,,,,
,Breakfast Bar,InteriorFeature,interior_feature,interior2,"{table: :interior_feature, code: ' interior2', label: 'Breakfast Bar'},",,,,,,,,,,
,Breakfast Nook,InteriorFeature,interior_feature,interior3,"{table: :interior_feature, code: ' interior3', label: 'Breakfast Nook'},",,,,,,,,,,
,Ceiling Fan(s),InteriorFeature,interior_feature,interior4,"{table: :interior_feature, code: ' interior4', label: 'Ceiling Fan(s)'},",,,,,,,,,,
,Central Vacuum System,InteriorFeature,interior_feature,interior5,"{table: :interior_feature, code: ' interior5', label: 'Central Vacuum System'},",,,,,,,,,,
,Disposal,InteriorFeature,interior_feature,interior6,"{table: :interior_feature, code: ' interior6', label: 'Disposal'},",,,,,,,,,,
,Garage Door Opener,InteriorFeature,interior_feature,interior7,"{table: :interior_feature, code: ' interior7', label: 'Garage Door Opener'},",,,,,,,,,,
,Handicap Access,InteriorFeature,interior_feature,interior8,"{table: :interior_feature, code: ' interior8', label: 'Handicap Access'},",,,,,,,,,,
,Home Theater,InteriorFeature,interior_feature,interior9,"{table: :interior_feature, code: ' interior9', label: 'Home Theater'},",,,,,,,,,,
,Home Warranty,InteriorFeature,interior_feature,interior10,"{table: :interior_feature, code: ' interior10', label: 'Home Warranty'},",,,,,,,,,,
,Hot Tub,InteriorFeature,interior_feature,interior11,"{table: :interior_feature, code: ' interior11', label: 'Hot Tub'},",,,,,,,,,,
,Jetted Tub,InteriorFeature,interior_feature,interior12,"{table: :interior_feature, code: ' interior12', label: 'Jetted Tub'},",,,,,,,,,,
,Loft,InteriorFeature,interior_feature,interior13,"{table: :interior_feature, code: ' interior13', label: 'Loft'},",,,,,,,,,,
,Mud Room,InteriorFeature,interior_feature,interior14,"{table: :interior_feature, code: ' interior14', label: 'Mud Room'},",,,,,,,,,,
,Pantry,InteriorFeature,interior_feature,interior15,"{table: :interior_feature, code: ' interior15', label: 'Pantry'},",,,,,,,,,,
,Porch,InteriorFeature,interior_feature,interior16,"{table: :interior_feature, code: ' interior16', label: 'Porch'},",,,,,,,,,,
,RO System,InteriorFeature,interior_feature,interior17,"{table: :interior_feature, code: ' interior17', label: 'RO System'},",,,,,,,,,,
,Satellite Dish,InteriorFeature,interior_feature,interior18,"{table: :interior_feature, code: ' interior18', label: 'Satellite Dish'},",,,,,,,,,,
,Sauna,InteriorFeature,interior_feature,interior19,"{table: :interior_feature, code: ' interior19', label: 'Sauna'},",,,,,,,,,,
,Security System,InteriorFeature,interior_feature,interior20,"{table: :interior_feature, code: ' interior20', label: 'Security System'},",,,,,,,,,,
,Skylights,InteriorFeature,interior_feature,interior21,"{table: :interior_feature, code: ' interior21', label: 'Skylights'},",,,,,,,,,,
,Sump Pump,InteriorFeature,interior_feature,interior22,"{table: :interior_feature, code: ' interior22', label: 'Sump Pump'},",,,,,,,,,,
,Tile Floor,InteriorFeature,interior_feature,interior23,"{table: :interior_feature, code: ' interior23', label: 'Tile Floor'},",,,,,,,,,,
,Trash Compactor,InteriorFeature,interior_feature,interior24,"{table: :interior_feature, code: ' interior24', label: 'Trash Compactor'},",,,,,,,,,,
,Vaulted Ceiling(s),InteriorFeature,interior_feature,interior25,"{table: :interior_feature, code: ' interior25', label: 'Vaulted Ceiling(s)'},",,,,,,,,,,
,Walk-in Closet(s),InteriorFeature,interior_feature,interior26,"{table: :interior_feature, code: ' interior26', label: 'Walk-in Closet(s)'},",,,,,,,,,,
,Water Softener (owned),InteriorFeature,interior_feature,interior27,"{table: :interior_feature, code: ' interior27', label: 'Water Softener (owned)'},",,,,,,,,,,
,Water Softener (leased),InteriorFeature,interior_feature,interior28,"{table: :interior_feature, code: ' interior28', label: 'Water Softener (leased)'},",,,,,,,,,,
,Wet Bar,InteriorFeature,interior_feature,interior29,"{table: :interior_feature, code: ' interior29', label: 'Wet Bar'},",,,,,,,,,,
,Wood Floor,InteriorFeature,interior_feature,interior30,"{table: :interior_feature, code: ' interior30', label: 'Wood Floor'},",,,,,,,,,,
,,,,,,,,,,,,,,,
Roof,Built-Up,RoofType,roof_type,roof1,"{table: :roof_type, code: ' roof1', label: 'Built-Up '},",,,,,,,,,,
,Composition,RoofType,roof_type,roof2,"{table: :roof_type, code: ' roof2', label: 'Composition '},",,,,,,,,,,
,Foam,RoofType,roof_type,roof5,"{table: :roof_type, code: ' roof5', label: 'Foam '},",,,,,,,,,,
,Masonite,RoofType,roof_type,roof13,"{table: :roof_type, code: ' roof13', label: 'Masonite '},",,,,,,,,,,
,Membrane,RoofType,roof_type,roof3,"{table: :roof_type, code: ' roof3', label: 'Membrane '},",,,,,,,,,,
,Metal,RoofType,roof_type,roof4,"{table: :roof_type, code: ' roof4', label: 'Metal '},",,,,,,,,,,
,Roll Roofing,RoofType,roof_type,roof6,"{table: :roof_type, code: ' roof6', label: 'Roll Roofing '},",,,,,,,,,,
,Shake,RoofType,roof_type,roof12,"{table: :roof_type, code: ' roof12', label: 'Shake '},",,,,,,,,,,
,Shingle,RoofType,roof_type,roof11,"{table: :roof_type, code: ' roof11', label: 'Shingle '},",,,,,,,,,,
,Single-Ply Roof,RoofType,roof_type,roof7,"{table: :roof_type, code: ' roof7', label: 'Single-Ply Roof '},",,,,,,,,,,
,Tar/Gravel,RoofType,roof_type,roof10,"{table: :roof_type, code: ' roof10', label: 'Tar/Gravel '},",,,,,,,,,,
,Tile,RoofType,roof_type,roof8,"{table: :roof_type, code: ' roof8', label: 'Tile '},",,,,,,,,,,
,Wood,RoofType,roof_type,roof9,"{table: :roof_type, code: ' roof9', label: 'Wood '},",,,,,,,,,,
,,,,,,,,,,,,,,,
Cooling Type,Attic Fan,CoolingType,cooling_type,cooltype1,"{table: :cooling_type, code: ' cooltype1', label: 'Attic Fan '},",,,,,,,,,,
,Central Air,CoolingType,cooling_type,cooltype2,"{table: :cooling_type, code: ' cooltype2', label: 'Central Air '},",,,,,,,,,,
,None,CoolingType,cooling_type,cooltype3,"{table: :cooling_type, code: ' cooltype3', label: 'None '},",,,,,,,,,,
,Other,CoolingType,cooling_type,cooltype4,"{table: :cooling_type, code: ' cooltype4', label: 'Other '},",,,,,,,,,,
,Swamp Cooler,CoolingType,cooling_type,cooltype5,"{table: :cooling_type, code: ' cooltype5', label: 'Swamp Cooler '},",,,,,,,,,,
,Window Unit(s),CoolingType,cooling_type,cooltype6,"{table: :cooling_type, code: ' cooltype6', label: 'Window Unit(s) '},",,,,,,,,,,
,,,,,,,,,,,,,,,
Disclosures,Yes,ExteriorType,exterior_feature,exteriorfeature53,"{table: :exterior_feature, code: ' exteriorfeature53', label: 'Yes '},",,,,,,,,,,
,,,,,,,,,,,,,,,
Financing,Cash,FinancialTerm,financial_term,financialterm1,"{table: :financial_term, code: ' financialterm1', label: 'Cash '},",,,,,,,,,,
,VA,FinancialTerm,financial_term,financialterm2,"{table: :financial_term, code: ' financialterm2', label: 'VA '},",,,,,,,,,,
,FHA,FinancialTerm,financial_term,financialterm3,"{table: :financial_term, code: ' financialterm3', label: 'FHA '},",,,,,,,,,,
,Owner,FinancialTerm,financial_term,financialterm4,"{table: :financial_term, code: ' financialterm4', label: 'Owner '},",,,,,,,,,,
,USDA,FinancialTerm,financial_term,financialterm5,"{table: :financial_term, code: ' financialterm5', label: 'USDA '},",,,,,,,,,,
,Assumable,FinancialTerm,financial_term,financialterm6,"{table: :financial_term, code: ' financialterm6', label: 'Assumable '},",,,,,,,,,,
,Conventional,FinancialTerm,financial_term,financialterm7,"{table: :financial_term, code: ' financialterm7', label: 'Conventional '},",,,,,,,,,,
,WCDA,FinancialTerm,financial_term,financialterm8,"{table: :financial_term, code: ' financialterm8', label: 'WCDA '},",,,,,,,,,,
,1031,FinancialTerm,financial_term,financialterm9,"{table: :financial_term, code: ' financialterm9', label: '1031 '},",,,,,,,,,,
,Other,FinancialTerm,financial_term,financialterm10,"{table: :financial_term, code: ' financialterm10', label: 'Other '},",,,,,,,,,,
,,,,,,,,,,,,,,,
Road Maintenance,Private,ExteriorFeature,exterior_feature,exteriorfeature54,"{table: :exterior_feature, code: ' exteriorfeature54', label: 'Private '},",,,,,,,,,,
,Public,ExteriorFeature,exterior_feature,exteriorfeature55,"{table: :exterior_feature, code: ' exteriorfeature55', label: 'Public '},",,,,,,,,,,
,,,,,,,,,,,,,,,
Road Surface,Paved (Asphalt/Concrete),ExteriorFeature,exterior_feature,exteriorfeature56,"{table: :exterior_feature, code: ' exteriorfeature56', label: 'Paved (Asphalt/Concrete) '},",,,,,,,,,,
,Unpaved (Dirt/Gravel),ExteriorFeature,exterior_feature,exteriorfeature57,"{table: :exterior_feature, code: ' exteriorfeature57', label: 'Unpaved (Dirt/Gravel) '},",,,,,,,,,,
,,,,,,,,,,,,,,,
Sewer,Aerobic Septic,SewerType,sewer_type,sewer1,"{table: :sewer_type, code: ' sewer1', label: 'Aerobic Septic '},",,,,,,,,,,
,Central,SewerType,sewer_type,sewer2,"{table: :sewer_type, code: ' sewer2', label: 'Central '},",,,,,,,,,,
,City,SewerType,sewer_type,sewer3,"{table: :sewer_type, code: ' sewer3', label: 'City '},",,,,,,,,,,
,City Sewer Connection Available,SewerType,sewer_type,sewer4,"{table: :sewer_type, code: ' sewer4', label: 'City Sewer Connection Available '},",,,,,,,,,,
,Connected to City Sewer,SewerType,sewer_type,sewer5,"{table: :sewer_type, code: ' sewer5', label: 'Connected to City Sewer '},",,,,,,,,,,
,Engineered Septic,SewerType,sewer_type,sewer6,"{table: :sewer_type, code: ' sewer6', label: 'Engineered Septic '},",,,,,,,,,,
,Mound Septic,SewerType,sewer_type,sewer7,"{table: :sewer_type, code: ' sewer7', label: 'Mound Septic '},",,,,,,,,,,
,None,SewerType,sewer_type,sewer8,"{table: :sewer_type, code: ' sewer8', label: 'None '},",,,,,,,,,,
,Red Lodge,SewerType,sewer_type,sewer9,"{table: :sewer_type, code: ' sewer9', label: 'Red Lodge '},",,,,,,,,,,
,Septic Needed,SewerType,sewer_type,sewer10,"{table: :sewer_type, code: ' sewer10', label: 'Septic Needed '},",,,,,,,,,,
,Septic Tank,SewerType,sewer_type,sewer11,"{table: :sewer_type, code: ' sewer11', label: 'Septic Tank '},",,,,,,,,,,
,Shared Septic,SewerType,sewer_type,sewer12,"{table: :sewer_type, code: ' sewer12', label: 'Shared Septic '},",,,,,,,,,,
,,,,,,,,,,,,,,,
Type of Leased Land,BLM,LandType,land_type,land5,"{table: :land_type, code: ' land5', label: 'BLM '},",,,,,,,,,,
,Bureau of Reclamation,LandType,land_type,land6,"{table: :land_type, code: ' land6', label: 'Bureau of Reclamation '},",,,,,,,,,,
,Forest Services,LandType,land_type,land7,"{table: :land_type, code: ' land7', label: 'Forest Services '},",,,,,,,,,,
,Private,LandType,land_type,land8,"{table: :land_type, code: ' land8', label: 'Private '},",,,,,,,,,,
,State,LandType,land_type,land9,"{table: :land_type, code: ' land9', label: 'State '},",,,,,,,,,,
,None,LandType,land_type,land10,"{table: :land_type, code: ' land10', label: 'None '},",,,,,,,,,,
,,,,,,,,,,,,,,,
Topography,Flat,LandType,land_type,land1,"{table: :land_type, code: ' land1', label: 'Flat '},",,,,,,,,,,
,Mountainous,LandType,land_type,land2,"{table: :land_type, code: ' land2', label: 'Mountainous '},",,,,,,,,,,
,Rolling,LandType,land_type,land3,"{table: :land_type, code: ' land3', label: 'Rolling '},",,,,,,,,,,
,Steep,LandType,land_type,land4,"{table: :land_type, code: ' land4', label: 'Steep '},",,,,,,,,,,
,,,,,,,,,,,,,,,
Leases and Permits,BLM,ExteriorFeature,exterior_feature,exteriorfeature59,"{table: :exterior_feature, code: ' exteriorfeature59', label: 'BLM '},",,,,,,,,,,
,State,ExteriorFeature,exterior_feature,exteriorfeature60,"{table: :exterior_feature, code: ' exteriorfeature60', label: 'State '},",,,,,,,,,,
,Forest Service,ExteriorFeature,exterior_feature,exteriorfeature61,"{table: :exterior_feature, code: ' exteriorfeature61', label: 'Forest Service '},",,,,,,,,,,
,Private,ExteriorFeature,exterior_feature,exteriorfeature62,"{table: :exterior_feature, code: ' exteriorfeature62', label: 'Private '},",,,,,,,,,,
,None,ExteriorFeature,exterior_feature,exteriorfeature63,"{table: :exterior_feature, code: ' exteriorfeature63', label: 'None '},",,,,,,,,,,
,Other-See Remarks,ExteriorFeature,exterior_feature,exteriorfeature64,"{table: :exterior_feature, code: ' exteriorfeature64', label: 'Other-See Remarks '},",,,,,,,,,,
,,,,,,,,,,,,,,,
Water Rights,Well,WaterSource,water_source,water1,"{table: :water_source, code: ' water1', label: 'Well '},",,,,,,,,,,
,Surface,WaterSource,water_source,water2,"{table: :water_source, code: ' water2', label: 'Surface '},",,,,,,,,,,
,Territorial,WaterSource,water_source,water3,"{table: :water_source, code: ' water3', label: 'Territorial '},",,,,,,,,,,
,Reservoir,WaterSource,water_source,water4,"{table: :water_source, code: ' water4', label: 'Reservoir '},",,,,,,,,,,
,Water District,WaterSource,water_source,water5,"{table: :water_source, code: ' water5', label: 'Water District '},",,,,,,,,,,
,None,WaterSource,water_source,water6,"{table: :water_source, code: ' water6', label: 'None '},",,,,,,,,,,
,Other-See Remarks,WaterSource,water_source,water7,"{table: :water_source, code: ' water7', label: 'Other-See Remarks '},",,,,,,,,,,
,,,,,,,,,,,,,,,
Business Type,Accounting,Style,style,style22,"{table: :style, code: ' style22', label: 'Accounting '},",,,,,,,,,,
,Agriculture,Style,style,style23,"{table: :style, code: ' style23', label: 'Agriculture '},",,,,,,,,,,
,Appliances,Style,style,style24,"{table: :style, code: ' style24', label: 'Appliances '},",,,,,,,,,,
,Appraisal,Style,style,style25,"{table: :style, code: ' style25', label: 'Appraisal '},",,,,,,,,,,
,Auto Repair-Speclty,Style,style,style26,"{table: :style, code: ' style26', label: 'Auto Repair-Speclty '},",,,,,,,,,,
,Auto Sales,Style,style,style27,"{table: :style, code: ' style27', label: 'Auto Sales '},",,,,,,,,,,
,Liquor Store,Style,style,style28,"{table: :style, code: ' style28', label: 'Liquor Store '},",,,,,,,,,,
,Bed & Breakfast,Style,style,style29,"{table: :style, code: ' style29', label: 'Bed & Breakfast '},",,,,,,,,,,
,Campground,Style,style,style30,"{table: :style, code: ' style30', label: 'Campground '},",,,,,,,,,,
,Car Wash,Style,style,style31,"{table: :style, code: ' style31', label: 'Car Wash '},",,,,,,,,,,
,Construction/Contractor,Style,style,style32,"{table: :style, code: ' style32', label: 'Construction/Contractor '},",,,,,,,,,,
,Convenience Store,Style,style,style33,"{table: :style, code: ' style33', label: 'Convenience Store '},",,,,,,,,,,
,Electrical,Style,style,style34,"{table: :style, code: ' style34', label: 'Electrical '},",,,,,,,,,,
,Furniture,Style,style,style35,"{table: :style, code: ' style35', label: 'Furniture '},",,,,,,,,,,
,Gas Station,Style,style,style36,"{table: :style, code: ' style36', label: 'Gas Station '},",,,,,,,,,,
,Hair Salon,Style,style,style37,"{table: :style, code: ' style37', label: 'Hair Salon '},",,,,,,,,,,
,Heat/Air Conditioning,Style,style,style38,"{table: :style, code: ' style38', label: 'Heat/Air Conditioning '},",,,,,,,,,,
,Hotel/Motel,Style,style,style39,"{table: :style, code: ' style39', label: 'Hotel/Motel '},",,,,,,,,,,
,Industrial,Style,style,style40,"{table: :style, code: ' style40', label: 'Industrial '},",,,,,,,,,,
,Laundromat,Style,style,style41,"{table: :style, code: ' style41', label: 'Laundromat '},",,,,,,,,,,
,Lumber,Style,style,style42,"{table: :style, code: ' style42', label: 'Lumber '},",,,,,,,,,,
,Manufacturing,Style,style,style43,"{table: :style, code: ' style43', label: 'Manufacturing '},",,,,,,,,,,
,Medical,Style,style,style44,"{table: :style, code: ' style44', label: 'Medical '},",,,,,,,,,,
,Mobile Home Park,Style,style,style45,"{table: :style, code: ' style45', label: 'Mobile Home Park '},",,,,,,,,,,
,Outfitting,Style,style,style46,"{table: :style, code: ' style46', label: 'Outfitting '},",,,,,,,,,,
,Photography,Style,style,style47,"{table: :style, code: ' style47', label: 'Photography '},",,,,,,,,,,
,Plumbing,Style,style,style48,"{table: :style, code: ' style48', label: 'Plumbing '},",,,,,,,,,,
,Professional/Office,Style,style,style49,"{table: :style, code: ' style49', label: 'Professional/Office '},",,,,,,,,,,
,Real Estate,Style,style,style50,"{table: :style, code: ' style50', label: 'Real Estate '},",,,,,,,,,,
,Restaurant,Style,style,style51,"{table: :style, code: ' style51', label: 'Restaurant '},",,,,,,,,,,
,Retail,Style,style,style52,"{table: :style, code: ' style52', label: 'Retail '},",,,,,,,,,,
,Storage,Style,style,style53,"{table: :style, code: ' style53', label: 'Storage '},",,,,,,,,,,
,Veterinary,Style,style,style54,"{table: :style, code: ' style54', label: 'Veterinary '},",,,,,,,,,,
,Video,Style,style,style55,"{table: :style, code: ' style55', label: 'Video '},",,,,,,,,,,
,Bar/Tavern/Lounge,Style,style,style56,"{table: :style, code: ' style56', label: 'Bar/Tavern/Lounge '},",,,,,,,,,,
,Other,Style,style,style57,"{table: :style, code: ' style57', label: 'Other '},",,,,,,,,,,
,,,,,,,,,,,,,,,
Commercial Features,220 Volt,InteriorFeature,interior_feature,interior31,"{table: :interior_feature, code: ' interior31', label: '220 Volt '},",,,,,,,,,,
,3-Phase Electric,InteriorFeature,interior_feature,interior32,"{table: :interior_feature, code: ' interior32', label: '3-Phase Electric '},",,,,,,,,,,
,DSL/Cable,InteriorFeature,interior_feature,interior33,"{table: :interior_feature, code: ' interior33', label: 'DSL/Cable '},",,,,,,,,,,
,Elevator,InteriorFeature,interior_feature,interior34,"{table: :interior_feature, code: ' interior34', label: 'Elevator '},",,,,,,,,,,
,Fiber Optic,InteriorFeature,interior_feature,interior35,"{table: :interior_feature, code: ' interior35', label: 'Fiber Optic '},",,,,,,,,,,
,Handicapped Access,InteriorFeature,interior_feature,interior36,"{table: :interior_feature, code: ' interior36', label: 'Handicapped Access '},",,,,,,,,,,
,Security System,InteriorFeature,interior_feature,interior37,"{table: :interior_feature, code: ' interior37', label: 'Security System '},",,,,,,,,,,
,Specialty Equipment,InteriorFeature,interior_feature,interior38,"{table: :interior_feature, code: ' interior38', label: 'Specialty Equipment '},",,,,,,,,,,
,None,InteriorFeature,interior_feature,interior39,"{table: :interior_feature, code: ' interior39', label: 'None '},",,,,,,,,,,
,Dock,ExteriorFeature,exterior_feature,exteriorfeature65,"{table: :exterior_feature, code: ' exteriorfeature65', label: 'Dock '},",,,,,,,,,,
,Rail Spur,ExteriorFeature,exterior_feature,exteriorfeature66,"{table: :exterior_feature, code: ' exteriorfeature66', label: 'Rail Spur '},",,,,,,,,,,
,,,,,,,,,,,,,,,
Parking Availability,Alley,ParkingType,parking_type,parking12,"{table: :parking_type, code: ' parking12', label: 'Alley '},",,,,,,,,,,
,Private Lot,ParkingType,parking_type,parking13,"{table: :parking_type, code: ' parking13', label: 'Private Lot '},",,,,,,,,,,
,Public Lot,ParkingType,parking_type,parking14,"{table: :parking_type, code: ' parking14', label: 'Public Lot '},",,,,,,,,,,
,Street,ParkingType,parking_type,parking15,"{table: :parking_type, code: ' parking15', label: 'Street '},",,,,,,,,,,
,,,,,,,,,,,,,,,
Miscellaneous,P & L/Cash Flow Available,ExteriorFeature,exterior_feature,exteriorfeature67,"{table: :exterior_feature, code: ' exteriorfeature67', label: 'P & L/Cash Flow Available '},",,,,,,,,,,
,Licenses/Permits Required,ExteriorFeature,exterior_feature,exteriorfeature68,"{table: :exterior_feature, code: ' exteriorfeature68', label: 'Licenses/Permits Required '},",,,,,,,,,,
,Seller Will Train,ExteriorFeature,exterior_feature,exteriorfeature69,"{table: :exterior_feature, code: ' exteriorfeature69', label: 'Seller Will Train '},",,,,,,,,,,
,Franchise,ExteriorFeature,exterior_feature,exteriorfeature70,"{table: :exterior_feature, code: ' exteriorfeature70', label: 'Franchise '},",,,,,,,,,,
,Building Currently Leased,ExteriorFeature,exterior_feature,exteriorfeature71,"{table: :exterior_feature, code: ' exteriorfeature71', label: 'Building Currently Leased '},",,,,,,,,,,
,Environmental Study,ExteriorFeature,exterior_feature,exteriorfeature72,"{table: :exterior_feature, code: ' exteriorfeature72', label: 'Environmental Study '},",,,,,,,,,,
,Highway Frontage,ExteriorFeature,exterior_feature,exteriorfeature73,"{table: :exterior_feature, code: ' exteriorfeature73', label: 'Highway Frontage '},",,,,,,,,,,
,Main Street Frontage,ExteriorFeature,exterior_feature,exteriorfeature74,"{table: :exterior_feature, code: ' exteriorfeature74', label: 'Main Street Frontage '},",,,,,,,,,,
,Soil Test,ExteriorFeature,exterior_feature,exteriorfeature75,"{table: :exterior_feature, code: ' exteriorfeature75', label: 'Soil Test '},",,,,,,,,,,
,Seller to Sign Non-Compete,ExteriorFeature,exterior_feature,exteriorfeature76,"{table: :exterior_feature, code: ' exteriorfeature76', label: 'Seller to Sign Non-Compete '},",,,,,,,,,,
,Other Structures,ExteriorFeature,exterior_feature,exteriorfeature77,"{table: :exterior_feature, code: ' exteriorfeature77', label: 'Other Structures '},",,,,,,,,,,
,Special Assessments,ExteriorFeature,exterior_feature,exteriorfeature78,"{table: :exterior_feature, code: ' exteriorfeature78', label: 'Special Assessments '},",,,,,,,,,,
,None,ExteriorFeature,exterior_feature,exteriorfeature79,"{table: :exterior_feature, code: ' exteriorfeature79', label: 'None '},",,,,,,,,,,
,Leased Equipment,InteriorFeature,interior_feature,interior40,"{table: :interior_feature, code: ' interior40', label: 'Leased Equipment '},",,,,,,,,,,
,Fire Sprinkler System,InteriorFeature,interior_feature,interior41,"{table: :interior_feature, code: ' interior41', label: 'Fire Sprinkler System '},",,,,,,,,,,
,Inventory Included,InteriorFeature,interior_feature,interior42,"{table: :interior_feature, code: ' interior42', label: 'Inventory Included '},",,,,,,,,,,
,Irrigation,IrrigationType,irrigation_type,irrigationtype1,"{table: :irrigation_type, code: ' irrigationtype1', label: 'Irrigation '},",,,,,,,,,,
,,,,,,,,,,,,,,,
Type Leased Land,BLM,LandType,land_type,land5,"{table: :land_type, code: ' land5', label: 'BLM '},",,,,,,,,,,
,Bureau of Reclamation,LandType,land_type,land6,"{table: :land_type, code: ' land6', label: 'Bureau of Reclamation '},",,,,,,,,,,
,Forest Service,LandType,land_type,land7,"{table: :land_type, code: ' land7', label: 'Forest Service '},",,,,,,,,,,
,Private,LandType,land_type,land8,"{table: :land_type, code: ' land8', label: 'Private '},",,,,,,,,,,
,State,LandType,land_type,land9,"{table: :land_type, code: ' land9', label: 'State '},",,,,,,,,,,
,None,LandType,land_type,land10,"{table: :land_type, code: ' land10', label: 'None '},",,,,,,,,,,
,,,,,,,,,,,,,,,
Potential Uses,Residential,Style,style,style14,"{table: :style, code: ' style14', label: 'Residential '},",,,,,,,,,,
,Multi-Family,Style,style,style15,"{table: :style, code: ' style15', label: 'Multi-Family '},",,,,,,,,,,
,Commercial,Style,style,style16,"{table: :style, code: ' style16', label: 'Commercial '},",,,,,,,,,,
,Industrial,Style,style,style17,"{table: :style, code: ' style17', label: 'Industrial '},",,,,,,,,,,
,Agricultural,Style,style,style18,"{table: :style, code: ' style18', label: 'Agricultural '},",,,,,,,,,,
,Recreational,Style,style,style19,"{table: :style, code: ' style19', label: 'Recreational '},",,,,,,,,,,
,Other,Style,style,style20,"{table: :style, code: ' style20', label: 'Other '},",,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,