Construction - Block,ConstructionType,construction_type,constype1,"{table: :construction_type, code: ' constype1', label: 'Block '},","'constype1' => 'Construction - Block',",,,,,,,
Garage/Type Stalls - Attached-3 Stalls,ParkingType,parking_type,parking4,"{table: :parking_type, code: ' parking4', label: 'Attached-3 Stalls '},","'parking4' => 'Garage/Type Stalls - Attached-3 Stalls',",,,,,,,
Garage/Type Stalls - Attached-4 Stalls,ParkingType,parking_type,parking5,"{table: :parking_type, code: ' parking5', label: 'Attached-4 Stalls '},","'parking5' => 'Garage/Type Stalls - Attached-4 Stalls',",,,,,,,
Garage/Type Stalls - Carport-1 Stall,ParkingType,parking_type,parking6,"{table: :parking_type, code: ' parking6', label: 'Carport-1 Stall '},","'parking6' => 'Garage/Type Stalls - Carport-1 Stall',",,,,,,,
Garage/Type Stalls - Carport-2 Stalls,ParkingType,parking_type,parking7,"{table: :parking_type, code: ' parking7', label: 'Carport-2 Stalls '},","'parking7' => 'Garage/Type Stalls - Carport-2 Stalls',",,,,,,,
Garage/Type Stalls - Detached-1 Stall,ParkingType,parking_type,parking8,"{table: :parking_type, code: ' parking8', label: 'Detached-1 Stall '},","'parking8' => 'Garage/Type Stalls - Detached-1 Stall',",,,,,,,
Garage/Type Stalls - Detached-2 Stalls,ParkingType,parking_type,parking9,"{table: :parking_type, code: ' parking9', label: 'Detached-2 Stalls '},","'parking9' => 'Garage/Type Stalls - Detached-2 Stalls',",,,,,,,
Garage/Type Stalls - Detached-3 Stalls,ParkingType,parking_type,parking10,"{table: :parking_type, code: ' parking10', label: 'Detached-3 Stalls '},","'parking10' => 'Garage/Type Stalls - Detached-3 Stalls',",,,,,,,
Garage/Type Stalls - Detached-4 Stalls,ParkingType,parking_type,parking11,"{table: :parking_type, code: ' parking11', label: 'Detached-4 Stalls '},","'parking11' => 'Garage/Type Stalls - Detached-4 Stalls',",,,,,,,
Parking Availability - Alley,ParkingType,parking_type,parking12,"{table: :parking_type, code: ' parking12', label: 'Alley '},","'parking12' => 'Parking Availability - Alley',",,,,,,,
Parking Availability - Private Lot,ParkingType,parking_type,parking13,"{table: :parking_type, code: ' parking13', label: 'Private Lot '},","'parking13' => 'Parking Availability - Private Lot',",,,,,,,
Parking Availability - Public Lot,ParkingType,parking_type,parking14,"{table: :parking_type, code: ' parking14', label: 'Public Lot '},","'parking14' => 'Parking Availability - Public Lot',",,,,,,,
Parking Availability - Street,ParkingType,parking_type,parking15,"{table: :parking_type, code: ' parking15', label: 'Street '},","'parking15' => 'Parking Availability - Street',",,,,,,,
Property Status - Active,PropertyStatus,status,active,"{table: :status, code: ' active', label: 'Active '},","'active' => 'Property Status - Active',",,,,,,,
Property Status - Active with Contingency,PropertyStatus,status,active,"{table: :status, code: ' active', label: 'Active with Contingency '},","'active' => 'Property Status - Active with Contingency',",,,,,,,
Property Status - Pending,PropertyStatus,status,under-contract,"{table: :status, code: ' under-contract', label: 'Pending '},","'under-contract' => 'Property Status - Pending',",,,,,,,
Property Status - Closed,PropertyStatus,status,sold,"{table: :status, code: ' sold', label: 'Closed '},","'sold' => 'Property Status - Closed',",,,,,,,
Property Status - Withdrawn,PropertyStatus,status,withdrawn,"{table: :status, code: ' withdrawn', label: 'Withdrawn '},","'withdrawn' => 'Property Status - Withdrawn',",,,,,,,
Property Status - Expired,PropertyStatus,status,expired,"{table: :status, code: ' expired', label: 'Expired '},","'expired' => 'Property Status - Expired',",,,,,,,
Property Status - Temporarily Off Market,PropertyStatus,status,temporarily-off-market,"{table: :status, code: ' temporarily-off-market', label: 'Temporarily Off Market '},","'temporarily-off-market' => 'Property Status - Temporarily Off Market',",,,,,,,
Property Status - Rented,PropertyStatus,status,rented,"{table: :status, code: ' rented', label: 'Rented '},","'rented' => 'Property Status - Rented',",,,,,,,
Property Type - Residential,PropertySubType,property_sub_type,propertysubtype1,"{table: :property_sub_type, code: ' propertysubtype1', label: 'Residential '},","'propertysubtype1' => 'Property Type - Residential',",,,,,,,
Property Type - Residential Non MLS,PropertySubType,property_sub_type,propertysubtype2,"{table: :property_sub_type, code: ' propertysubtype2', label: 'Residential Non MLS '},","'propertysubtype2' => 'Property Type - Residential Non MLS',",,,,,,,
Property Type - Farm/Ranch (min 35 acres),PropertySubType,property_sub_type,propertysubtype3,"{table: :property_sub_type, code: ' propertysubtype3', label: 'Farm/Ranch (min 35 acres) '},","'propertysubtype3' => 'Property Type - Farm/Ranch (min 35 acres)',",,,,,,,
Property Type - Farm/Ranch-Land Only,PropertySubType,property_sub_type,propertysubtype4,"{table: :property_sub_type, code: ' propertysubtype4', label: 'Farm/Ranch-Land Only '},","'propertysubtype4' => 'Property Type - Farm/Ranch-Land Only',",,,,,,,
Property Type - Farm/Ranch Non MLS,PropertySubType,property_sub_type,propertysubtype5,"{table: :property_sub_type, code: ' propertysubtype5', label: 'Farm/Ranch Non MLS '},","'propertysubtype5' => 'Property Type - Farm/Ranch Non MLS',",,,,,,,
Property Type - Multi-Family,PropertySubType,property_sub_type,propertysubtype6,"{table: :property_sub_type, code: ' propertysubtype6', label: 'Multi-Family '},","'propertysubtype6' => 'Property Type - Multi-Family',",,,,,,,
Property Type - Multi-Family Non MLS,PropertySubType,property_sub_type,propertysubtype7,"{table: :property_sub_type, code: ' propertysubtype7', label: 'Multi-Family Non MLS '},","'propertysubtype7' => 'Property Type - Multi-Family Non MLS',",,,,,,,
Property Type - Lots/Land,PropertySubType,property_sub_type,propertysubtype8,"{table: :property_sub_type, code: ' propertysubtype8', label: 'Lots/Land '},","'propertysubtype8' => 'Property Type - Lots/Land',",,,,,,,
Property Type - Lots/Land Non MLS,PropertySubType,property_sub_type,propertysubtype9,"{table: :property_sub_type, code: ' propertysubtype9', label: 'Lots/Land Non MLS '},","'propertysubtype9' => 'Property Type - Lots/Land Non MLS',",,,,,,,
Property Type - Building Only,PropertySubType,property_sub_type,propertysubtype10,"{table: :property_sub_type, code: ' propertysubtype10', label: 'Building Only '},","'propertysubtype10' => 'Property Type - Building Only',",,,,,,,
Property Type - Business & Building,PropertySubType,property_sub_type,propertysubtype11,"{table: :property_sub_type, code: ' propertysubtype11', label: 'Business & Building '},","'propertysubtype11' => 'Property Type - Business & Building',",,,,,,,
Property Type - Commercial Non MLS,PropertySubType,property_sub_type,propertysubtype12,"{table: :property_sub_type, code: ' propertysubtype12', label: 'Commercial Non MLS '},","'propertysubtype12' => 'Property Type - Commercial Non MLS',",,,,,,,
Property Type - Business Only,PropertySubType,property_sub_type,propertysubtype13,"{table: :property_sub_type, code: ' propertysubtype13', label: 'Business Only '},","'propertysubtype13' => 'Property Type - Business Only',",,,,,,,
Property Type - Residential Lease,PropertySubType,property_sub_type,propertysubtype14,"{table: :property_sub_type, code: ' propertysubtype14', label: 'Residential Lease '},","'propertysubtype14' => 'Property Type - Residential Lease',",,,,,,,
Roof - Built-Up,RoofType,roof_type,roof1,"{table: :roof_type, code: ' roof1', label: 'Built-Up '},","'roof1' => 'Roof - Built-Up',",,,,,,,
Roof - Composition,RoofType,roof_type,roof2,"{table: :roof_type, code: ' roof2', label: 'Composition '},","'roof2' => 'Roof - Composition',",,,,,,,
Roof - Foam,RoofType,roof_type,roof5,"{table: :roof_type, code: ' roof5', label: 'Foam '},","'roof5' => 'Roof - Foam',",,,,,,,
Roof - Masonite,RoofType,roof_type,roof13,"{table: :roof_type, code: ' roof13', label: 'Masonite '},","'roof13' => 'Roof - Masonite',",,,,,,,
Roof - Membrane,RoofType,roof_type,roof3,"{table: :roof_type, code: ' roof3', label: 'Membrane '},","'roof3' => 'Roof - Membrane',",,,,,,,
Roof - Metal,RoofType,roof_type,roof4,"{table: :roof_type, code: ' roof4', label: 'Metal '},","'roof4' => 'Roof - Metal',",,,,,,,
Roof - Roll Roofing,RoofType,roof_type,roof6,"{table: :roof_type, code: ' roof6', label: 'Roll Roofing '},","'roof6' => 'Roof - Roll Roofing',",,,,,,,
Roof - Shake,RoofType,roof_type,roof12,"{table: :roof_type, code: ' roof12', label: 'Shake '},","'roof12' => 'Roof - Shake',",,,,,,,
Roof - Shingle,RoofType,roof_type,roof11,"{table: :roof_type, code: ' roof11', label: 'Shingle '},","'roof11' => 'Roof - Shingle',",,,,,,,
Roof - Single-Ply Roof,RoofType,roof_type,roof7,"{table: :roof_type, code: ' roof7', label: 'Single-Ply Roof '},","'roof7' => 'Roof - Single-Ply Roof',",,,,,,,
Roof - Tar/Gravel,RoofType,roof_type,roof10,"{table: :roof_type, code: ' roof10', label: 'Tar/Gravel '},","'roof10' => 'Roof - Tar/Gravel',",,,,,,,
Roof - Tile,RoofType,roof_type,roof8,"{table: :roof_type, code: ' roof8', label: 'Tile '},","'roof8' => 'Roof - Tile',",,,,,,,
Roof - Wood,RoofType,roof_type,roof9,"{table: :roof_type, code: ' roof9', label: 'Wood '},","'roof9' => 'Roof - Wood',",,,,,,,
Sewer - Aerobic Septic,SewerType,sewer_type,sewer1,"{table: :sewer_type, code: ' sewer1', label: 'Aerobic Septic '},","'sewer1' => 'Sewer - Aerobic Septic',",,,,,,,
Sewer - Central,SewerType,sewer_type,sewer2,"{table: :sewer_type, code: ' sewer2', label: 'Central '},","'sewer2' => 'Sewer - Central',",,,,,,,
Sewer - City,SewerType,sewer_type,sewer3,"{table: :sewer_type, code: ' sewer3', label: 'City '},","'sewer3' => 'Sewer - City',",,,,,,,
Sewer - City Sewer Connection Available,SewerType,sewer_type,sewer4,"{table: :sewer_type, code: ' sewer4', label: 'City Sewer Connection Available '},","'sewer4' => 'Sewer - City Sewer Connection Available',",,,,,,,
Sewer - Connected to City Sewer,SewerType,sewer_type,sewer5,"{table: :sewer_type, code: ' sewer5', label: 'Connected to City Sewer '},","'sewer5' => 'Sewer - Connected to City Sewer',",,,,,,,
Sewer - Engineered Septic,SewerType,sewer_type,sewer6,"{table: :sewer_type, code: ' sewer6', label: 'Engineered Septic '},","'sewer6' => 'Sewer - Engineered Septic',",,,,,,,
Sewer - Mound Septic,SewerType,sewer_type,sewer7,"{table: :sewer_type, code: ' sewer7', label: 'Mound Septic '},","'sewer7' => 'Sewer - Mound Septic',",,,,,,,
Sewer - None,SewerType,sewer_type,sewer8,"{table: :sewer_type, code: ' sewer8', label: 'None '},","'sewer8' => 'Sewer - None',",,,,,,,
Sewer - Red Lodge,SewerType,sewer_type,sewer9,"{table: :sewer_type, code: ' sewer9', label: 'Red Lodge '},","'sewer9' => 'Sewer - Red Lodge',",,,,,,,
Sewer - Septic Needed,SewerType,sewer_type,sewer10,"{table: :sewer_type, code: ' sewer10', label: 'Septic Needed '},","'sewer10' => 'Sewer - Septic Needed',",,,,,,,
Sewer - Septic Tank,SewerType,sewer_type,sewer11,"{table: :sewer_type, code: ' sewer11', label: 'Septic Tank '},","'sewer11' => 'Sewer - Septic Tank',",,,,,,,
Sewer - Shared Septic,SewerType,sewer_type,sewer12,"{table: :sewer_type, code: ' sewer12', label: 'Shared Septic '},","'sewer12' => 'Sewer - Shared Septic',",,,,,,,
House Design - 1 Story,Style,style,style1,"{table: :style, code: ' style1', label: '1 Story '},","'style1' => 'House Design - 1 Story',",,,,,,,
House Design - 1.5 Story,Style,style,style2,"{table: :style, code: ' style2', label: '1.5 Story '},","'style2' => 'House Design - 1.5 Story',",,,,,,,
House Design - 2 Story,Style,style,style3,"{table: :style, code: ' style3', label: '2 Story '},","'style3' => 'House Design - 2 Story',",,,,,,,
House Design - 2.5 Story,Style,style,style4,"{table: :style, code: ' style4', label: '2.5 Story '},","'style4' => 'House Design - 2.5 Story',",,,,,,,
House Design - Bi-Level,Style,style,style5,"{table: :style, code: ' style5', label: 'Bi-Level '},","'style5' => 'House Design - Bi-Level',",,,,,,,
House Design - Condominium,Style,style,style6,"{table: :style, code: ' style6', label: 'Condominium '},","'style6' => 'House Design - Condominium',",,,,,,,
House Design - Singlewide,Style,style,style7,"{table: :style, code: ' style7', label: 'Singlewide '},","'style7' => 'House Design - Singlewide',",,,,,,,
House Design - Doublewide,Style,style,style8,"{table: :style, code: ' style8', label: 'Doublewide '},","'style8' => 'House Design - Doublewide',",,,,,,,
House Design - Triplewide,Style,style,style9,"{table: :style, code: ' style9', label: 'Triplewide '},","'style9' => 'House Design - Triplewide',",,,,,,,
House Design - Modular,Style,style,style21,"{table: :style, code: ' style21', label: 'Modular '},","'style21' => 'House Design - Modular',",,,,,,,
House Design - Multi-Level,Style,style,style10,"{table: :style, code: ' style10', label: 'Multi-Level '},","'style10' => 'House Design - Multi-Level',",,,,,,,
House Design - Tri/Split Level,Style,style,style11,"{table: :style, code: ' style11', label: 'Tri/Split Level '},","'style11' => 'House Design - Tri/Split Level',",,,,,,,
House Design - Townhouse,Style,style,style12,"{table: :style, code: ' style12', label: 'Townhouse '},","'style12' => 'House Design - Townhouse',",,,,,,,
House Design - Shop House,Style,style,style13,"{table: :style, code: ' style13', label: 'Shop House '},","'style13' => 'House Design - Shop House',",,,,,,,
Business Type - Accounting,Style,style,style22,"{table: :style, code: ' style22', label: 'Accounting '},","'style22' => 'Business Type - Accounting',",,,,,,,
Business Type - Agriculture,Style,style,style23,"{table: :style, code: ' style23', label: 'Agriculture '},","'style23' => 'Business Type - Agriculture',",,,,,,,
Business Type - Appliances,Style,style,style24,"{table: :style, code: ' style24', label: 'Appliances '},","'style24' => 'Business Type - Appliances',",,,,,,,
Business Type - Appraisal,Style,style,style25,"{table: :style, code: ' style25', label: 'Appraisal '},","'style25' => 'Business Type - Appraisal',",,,,,,,
Business Type - Auto Repair-Speclty,Style,style,style26,"{table: :style, code: ' style26', label: 'Auto Repair-Speclty '},","'style26' => 'Business Type - Auto Repair-Speclty',",,,,,,,
Business Type - Auto Sales,Style,style,style27,"{table: :style, code: ' style27', label: 'Auto Sales '},","'style27' => 'Business Type - Auto Sales',",,,,,,,
Business Type - Liquor Store,Style,style,style28,"{table: :style, code: ' style28', label: 'Liquor Store '},","'style28' => 'Business Type - Liquor Store',",,,,,,,
Business Type - Bed & Breakfast,Style,style,style29,"{table: :style, code: ' style29', label: 'Bed & Breakfast '},","'style29' => 'Business Type - Bed & Breakfast',",,,,,,,
Business Type - Campground,Style,style,style30,"{table: :style, code: ' style30', label: 'Campground '},","'style30' => 'Business Type - Campground',",,,,,,,
Business Type - Car Wash,Style,style,style31,"{table: :style, code: ' style31', label: 'Car Wash '},","'style31' => 'Business Type - Car Wash',",,,,,,,
Business Type - Construction/Contractor,Style,style,style32,"{table: :style, code: ' style32', label: 'Construction/Contractor '},","'style32' => 'Business Type - Construction/Contractor',",,,,,,,
Business Type - Convenience Store,Style,style,style33,"{table: :style, code: ' style33', label: 'Convenience Store '},","'style33' => 'Business Type - Convenience Store',",,,,,,,
Business Type - Electrical,Style,style,style34,"{table: :style, code: ' style34', label: 'Electrical '},","'style34' => 'Business Type - Electrical',",,,,,,,
Business Type - Furniture,Style,style,style35,"{table: :style, code: ' style35', label: 'Furniture '},","'style35' => 'Business Type - Furniture',",,,,,,,
Business Type - Gas Station,Style,style,style36,"{table: :style, code: ' style36', label: 'Gas Station '},","'style36' => 'Business Type - Gas Station',",,,,,,,
Business Type - Hair Salon,Style,style,style37,"{table: :style, code: ' style37', label: 'Hair Salon '},","'style37' => 'Business Type - Hair Salon',",,,,,,,
Business Type - Heat/Air Conditioning,Style,style,style38,"{table: :style, code: ' style38', label: 'Heat/Air Conditioning '},","'style38' => 'Business Type - Heat/Air Conditioning',",,,,,,,
Business Type - Hotel/Motel,Style,style,style39,"{table: :style, code: ' style39', label: 'Hotel/Motel '},","'style39' => 'Business Type - Hotel/Motel',",,,,,,,
Business Type - Industrial,Style,style,style40,"{table: :style, code: ' style40', label: 'Industrial '},","'style40' => 'Business Type - Industrial',",,,,,,,
Business Type - Laundromat,Style,style,style41,"{table: :style, code: ' style41', label: 'Laundromat '},","'style41' => 'Business Type - Laundromat',",,,,,,,
Business Type - Lumber,Style,style,style42,"{table: :style, code: ' style42', label: 'Lumber '},","'style42' => 'Business Type - Lumber',",,,,,,,
Business Type - Manufacturing,Style,style,style43,"{table: :style, code: ' style43', label: 'Manufacturing '},","'style43' => 'Business Type - Manufacturing',",,,,,,,
Business Type - Medical,Style,style,style44,"{table: :style, code: ' style44', label: 'Medical '},","'style44' => 'Business Type - Medical',",,,,,,,
Business Type - Mobile Home Park,Style,style,style45,"{table: :style, code: ' style45', label: 'Mobile Home Park '},","'style45' => 'Business Type - Mobile Home Park',",,,,,,,
Business Type - Outfitting,Style,style,style46,"{table: :style, code: ' style46', label: 'Outfitting '},","'style46' => 'Business Type - Outfitting',",,,,,,,
Business Type - Photography,Style,style,style47,"{table: :style, code: ' style47', label: 'Photography '},","'style47' => 'Business Type - Photography',",,,,,,,
Business Type - Plumbing,Style,style,style48,"{table: :style, code: ' style48', label: 'Plumbing '},","'style48' => 'Business Type - Plumbing',",,,,,,,
Business Type - Professional/Office,Style,style,style49,"{table: :style, code: ' style49', label: 'Professional/Office '},","'style49' => 'Business Type - Professional/Office',",,,,,,,
Business Type - Real Estate,Style,style,style50,"{table: :style, code: ' style50', label: 'Real Estate '},","'style50' => 'Business Type - Real Estate',",,,,,,,
Business Type - Restaurant,Style,style,style51,"{table: :style, code: ' style51', label: 'Restaurant '},","'style51' => 'Business Type - Restaurant',",,,,,,,
Business Type - Retail,Style,style,style52,"{table: :style, code: ' style52', label: 'Retail '},","'style52' => 'Business Type - Retail',",,,,,,,
Business Type - Storage,Style,style,style53,"{table: :style, code: ' style53', label: 'Storage '},","'style53' => 'Business Type - Storage',",,,,,,,
Business Type - Veterinary,Style,style,style54,"{table: :style, code: ' style54', label: 'Veterinary '},","'style54' => 'Business Type - Veterinary',",,,,,,,
Business Type - Video,Style,style,style55,"{table: :style, code: ' style55', label: 'Video '},","'style55' => 'Business Type - Video',",,,,,,,
Business Type - Bar/Tavern/Lounge,Style,style,style56,"{table: :style, code: ' style56', label: 'Bar/Tavern/Lounge '},","'style56' => 'Business Type - Bar/Tavern/Lounge',",,,,,,,
Business Type - Other,Style,style,style57,"{table: :style, code: ' style57', label: 'Other '},","'style57' => 'Business Type - Other',",,,,,,,
Potential Uses - Residential,Style,style,style14,"{table: :style, code: ' style14', label: 'Residential '},","'style14' => 'Potential Uses - Residential',",,,,,,,
Potential Uses - Multi-Family,Style,style,style15,"{table: :style, code: ' style15', label: 'Multi-Family '},","'style15' => 'Potential Uses - Multi-Family',",,,,,,,
Potential Uses - Commercial,Style,style,style16,"{table: :style, code: ' style16', label: 'Commercial '},","'style16' => 'Potential Uses - Commercial',",,,,,,,
Potential Uses - Industrial,Style,style,style17,"{table: :style, code: ' style17', label: 'Industrial '},","'style17' => 'Potential Uses - Industrial',",,,,,,,
Potential Uses - Agricultural,Style,style,style18,"{table: :style, code: ' style18', label: 'Agricultural '},","'style18' => 'Potential Uses - Agricultural',",,,,,,,
Potential Uses - Recreational,Style,style,style19,"{table: :style, code: ' style19', label: 'Recreational '},","'style19' => 'Potential Uses - Recreational',",,,,,,,
Potential Uses - Other,Style,style,style20,"{table: :style, code: ' style20', label: 'Other '},","'style20' => 'Potential Uses - Other',",,,,,,,
Water Rights - Well,WaterSource,water_source,water1,"{table: :water_source, code: ' water1', label: 'Well '},","'water1' => 'Water Rights - Well',",,,,,,,
Water Rights - Surface,WaterSource,water_source,water2,"{table: :water_source, code: ' water2', label: 'Surface '},","'water2' => 'Water Rights - Surface',",,,,,,,
Water Rights - Territorial,WaterSource,water_source,water3,"{table: :water_source, code: ' water3', label: 'Territorial '},","'water3' => 'Water Rights - Territorial',",,,,,,,
Water Rights - Reservoir,WaterSource,water_source,water4,"{table: :water_source, code: ' water4', label: 'Reservoir '},","'water4' => 'Water Rights - Reservoir',",,,,,,,
Water Rights - Water District,WaterSource,water_source,water5,"{table: :water_source, code: ' water5', label: 'Water District '},","'water5' => 'Water Rights - Water District',",,,,,,,
Water Rights - None,WaterSource,water_source,water6,"{table: :water_source, code: ' water6', label: 'None '},","'water6' => 'Water Rights - None',",,,,,,,
Water Rights - Other-See Remarks,WaterSource,water_source,water7,"{table: :water_source, code: ' water7', label: 'Other-See Remarks '},","'water7' => 'Water Rights - Other-See Remarks',",,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,