Construction,Construction - Block,ConstructionType,construction_type,constype1,"{table: :construction_type, code: ' constype1', label: 'Block '},"
,Interior Features - Home Theater,InteriorFeature,interior_feature,interior9,"{table: :interior_feature, code: ' interior9', label: 'Home Theater'},"
,Interior Features - Home Warranty,InteriorFeature,interior_feature,interior10,"{table: :interior_feature, code: ' interior10', label: 'Home Warranty'},"
,Interior Features - Hot Tub,InteriorFeature,interior_feature,interior11,"{table: :interior_feature, code: ' interior11', label: 'Hot Tub'},"
,Interior Features - Jetted Tub,InteriorFeature,interior_feature,interior12,"{table: :interior_feature, code: ' interior12', label: 'Jetted Tub'},"
,Interior Features - Loft,InteriorFeature,interior_feature,interior13,"{table: :interior_feature, code: ' interior13', label: 'Loft'},"
,Interior Features - Mud Room,InteriorFeature,interior_feature,interior14,"{table: :interior_feature, code: ' interior14', label: 'Mud Room'},"
,Interior Features - Pantry,InteriorFeature,interior_feature,interior15,"{table: :interior_feature, code: ' interior15', label: 'Pantry'},"
,Interior Features - Porch,InteriorFeature,interior_feature,interior16,"{table: :interior_feature, code: ' interior16', label: 'Porch'},"
,Interior Features - RO System,InteriorFeature,interior_feature,interior17,"{table: :interior_feature, code: ' interior17', label: 'RO System'},"
,Interior Features - Satellite Dish,InteriorFeature,interior_feature,interior18,"{table: :interior_feature, code: ' interior18', label: 'Satellite Dish'},"
,Interior Features - Sauna,InteriorFeature,interior_feature,interior19,"{table: :interior_feature, code: ' interior19', label: 'Sauna'},"
,Interior Features - Security System,InteriorFeature,interior_feature,interior20,"{table: :interior_feature, code: ' interior20', label: 'Security System'},"
,Interior Features - Skylights,InteriorFeature,interior_feature,interior21,"{table: :interior_feature, code: ' interior21', label: 'Skylights'},"
,Interior Features - Sump Pump,InteriorFeature,interior_feature,interior22,"{table: :interior_feature, code: ' interior22', label: 'Sump Pump'},"
,Interior Features - Tile Floor,InteriorFeature,interior_feature,interior23,"{table: :interior_feature, code: ' interior23', label: 'Tile Floor'},"
,Interior Features - Trash Compactor,InteriorFeature,interior_feature,interior24,"{table: :interior_feature, code: ' interior24', label: 'Trash Compactor'},"
,Interior Features - Vaulted Ceiling(s),InteriorFeature,interior_feature,interior25,"{table: :interior_feature, code: ' interior25', label: 'Vaulted Ceiling(s)'},"
,Interior Features - Walk-in Closet(s),InteriorFeature,interior_feature,interior26,"{table: :interior_feature, code: ' interior26', label: 'Walk-in Closet(s)'},"
,Interior Features - Water Softener (owned),InteriorFeature,interior_feature,interior27,"{table: :interior_feature, code: ' interior27', label: 'Water Softener (owned)'},"
,Interior Features - Water Softener (leased),InteriorFeature,interior_feature,interior28,"{table: :interior_feature, code: ' interior28', label: 'Water Softener (leased)'},"
,Interior Features - Wet Bar,InteriorFeature,interior_feature,interior29,"{table: :interior_feature, code: ' interior29', label: 'Wet Bar'},"
,Interior Features - Wood Floor,InteriorFeature,interior_feature,interior30,"{table: :interior_feature, code: ' interior30', label: 'Wood Floor'},"
,,,,,
Commercial Features,Commercial Features - 220 Volt,InteriorFeature,interior_feature,interior31,"{table: :interior_feature, code: ' interior31', label: '220 Volt '},"
,Commercial Features - 3-Phase Electric,InteriorFeature,interior_feature,interior32,"{table: :interior_feature, code: ' interior32', label: '3-Phase Electric '},"
,Commercial Features - DSL/Cable,InteriorFeature,interior_feature,interior33,"{table: :interior_feature, code: ' interior33', label: 'DSL/Cable '},"
,Commercial Features - Elevator,InteriorFeature,interior_feature,interior34,"{table: :interior_feature, code: ' interior34', label: 'Elevator '},"
,Commercial Features - Fiber Optic,InteriorFeature,interior_feature,interior35,"{table: :interior_feature, code: ' interior35', label: 'Fiber Optic '},"
,Commercial Features - Handicapped Access,InteriorFeature,interior_feature,interior36,"{table: :interior_feature, code: ' interior36', label: 'Handicapped Access '},"
,Commercial Features - Security System,InteriorFeature,interior_feature,interior37,"{table: :interior_feature, code: ' interior37', label: 'Security System '},"
,Commercial Features - Specialty Equipment,InteriorFeature,interior_feature,interior38,"{table: :interior_feature, code: ' interior38', label: 'Specialty Equipment '},"
,Commercial Features - None,InteriorFeature,interior_feature,interior39,"{table: :interior_feature, code: ' interior39', label: 'None '},"
,,,,,
Miscellaneous ,Miscellaneous - Leased Equipment,InteriorFeature,interior_feature,interior40,"{table: :interior_feature, code: ' interior40', label: 'Leased Equipment '},"
,Miscellaneous - Fire Sprinkler System,InteriorFeature,interior_feature,interior41,"{table: :interior_feature, code: ' interior41', label: 'Fire Sprinkler System '},"
,Miscellaneous - Inventory Included,InteriorFeature,interior_feature,interior42,"{table: :interior_feature, code: ' interior42', label: 'Inventory Included '},"
,Miscellaneous - Irrigation,IrrigationType,irrigation_type,irrigationtype1,"{table: :irrigation_type, code: ' irrigationtype1', label: 'Irrigation '},"
,,,,,
Type of Leased Land ,Type of Leased Land - BLM,LandType,land_type,land5,"{table: :land_type, code: ' land5', label: 'BLM '},"
,Type of Leased Land - Bureau of Reclamation,LandType,land_type,land6,"{table: :land_type, code: ' land6', label: 'Bureau of Reclamation '},"
,Type of Leased Land - Forest Services,LandType,land_type,land7,"{table: :land_type, code: ' land7', label: 'Forest Services '},"
,Type of Leased Land - Private,LandType,land_type,land8,"{table: :land_type, code: ' land8', label: 'Private '},"
,Type of Leased Land - State,LandType,land_type,land9,"{table: :land_type, code: ' land9', label: 'State '},"
,Type of Leased Land - None,LandType,land_type,land10,"{table: :land_type, code: ' land10', label: 'None '},"
,,,,,
Topography ,Topography - Flat,LandType,land_type,land1,"{table: :land_type, code: ' land1', label: 'Flat '},"
,Topography - Mountainous,LandType,land_type,land2,"{table: :land_type, code: ' land2', label: 'Mountainous '},"
,Topography - Rolling,LandType,land_type,land3,"{table: :land_type, code: ' land3', label: 'Rolling '},"
,Topography - Steep,LandType,land_type,land4,"{table: :land_type, code: ' land4', label: 'Steep '},"
,Topography - Flat,LandType,land_type,land1,"{table: :land_type, code: ' land1', label: 'Flat '},"
,Topography - Mountainous,LandType,land_type,land2,"{table: :land_type, code: ' land2', label: ' Mountainous '},"
,Topography - Rolling,LandType,land_type,land3,"{table: :land_type, code: ' land3', label: 'Rolling '},"
,Topography - Steep,LandType,land_type,land4,"{table: :land_type, code: ' land4', label: 'Steep '},"
,,,,,
,,,,,
Area,Area - Clark,MlsArea,mls_area,area1,"{table: :mls_area, code: ' area1', label: 'Clark '},"
,Area - Cody in Town,MlsArea,mls_area,area2,"{table: :mls_area, code: ' area2', label: 'Cody in Town '},"
,Area - Cody Out of Town,MlsArea,mls_area,area3,"{table: :mls_area, code: ' area3', label: 'Cody Out of Town '},"
,Area - Meeteetse,MlsArea,mls_area,area4,"{table: :mls_area, code: ' area4', label: 'Meeteetse '},"
,Area - Montana,MlsArea,mls_area,area5,"{table: :mls_area, code: ' area5', label: 'Montana '},"
,Area - N Big Horn in Town,MlsArea,mls_area,area6,"{table: :mls_area, code: ' area6', label: 'N Big Horn in Town '},"
,Area - N Big Horn Out of Town,MlsArea,mls_area,area7,"{table: :mls_area, code: ' area7', label: 'N Big Horn Out of Town '},"
,Area - Out of Area,MlsArea,mls_area,area8,"{table: :mls_area, code: ' area8', label: 'Out of Area '},"
,Area - Powell in Town,MlsArea,mls_area,area9,"{table: :mls_area, code: ' area9', label: 'Powell in Town '},"
,Area - Powell Out of Town,MlsArea,mls_area,area10,"{table: :mls_area, code: ' area10', label: 'Powell Out of Town '},"
,Area - S Big Horn in Town,MlsArea,mls_area,area11,"{table: :mls_area, code: ' area11', label: 'S Big Horn in Town '},"
,Area - S Big Horn Out of Town,MlsArea,mls_area,area12,"{table: :mls_area, code: ' area12', label: 'S Big Horn Out of Town '},"
,Area - Sunlight/Crandall,MlsArea,mls_area,area13,"{table: :mls_area, code: ' area13', label: 'Sunlight/Crandall '},"
,,,,,
Garage/Type Stalls,Garage/Type Stalls - None,ParkingType,parking_type,parking1,"{table: :parking_type, code: ' parking1', label: 'None '},"
,Garage/Type Stalls - Attached-1 Stall,ParkingType,parking_type,parking2,"{table: :parking_type, code: ' parking2', label: 'Attached-1 Stall '},"
,Garage/Type Stalls - Attached-2 Stalls,ParkingType,parking_type,parking3,"{table: :parking_type, code: ' parking3', label: 'Attached-2 Stalls '},"
,Garage/Type Stalls - Attached-3 Stalls,ParkingType,parking_type,parking4,"{table: :parking_type, code: ' parking4', label: 'Attached-3 Stalls '},"
,Garage/Type Stalls - Attached-4 Stalls,ParkingType,parking_type,parking5,"{table: :parking_type, code: ' parking5', label: 'Attached-4 Stalls '},"
,Garage/Type Stalls - Carport-1 Stall,ParkingType,parking_type,parking6,"{table: :parking_type, code: ' parking6', label: 'Carport-1 Stall '},"
,Garage/Type Stalls - Carport-2 Stalls,ParkingType,parking_type,parking7,"{table: :parking_type, code: ' parking7', label: 'Carport-2 Stalls '},"
,Garage/Type Stalls - Detached-1 Stall,ParkingType,parking_type,parking8,"{table: :parking_type, code: ' parking8', label: 'Detached-1 Stall '},"
,Garage/Type Stalls - Detached-2 Stalls,ParkingType,parking_type,parking9,"{table: :parking_type, code: ' parking9', label: 'Detached-2 Stalls '},"
,Garage/Type Stalls - Detached-3 Stalls,ParkingType,parking_type,parking10,"{table: :parking_type, code: ' parking10', label: 'Detached-3 Stalls '},"
,Garage/Type Stalls - Detached-4 Stalls,ParkingType,parking_type,parking11,"{table: :parking_type, code: ' parking11', label: 'Detached-4 Stalls '},"
,,,,,
Parking Availability ,Parking Availability - Alley,ParkingType,parking_type,parking12,"{table: :parking_type, code: ' parking12', label: 'Alley '},"
,Parking Availability - Private Lot,ParkingType,parking_type,parking13,"{table: :parking_type, code: ' parking13', label: 'Private Lot '},"
,Parking Availability - Public Lot,ParkingType,parking_type,parking14,"{table: :parking_type, code: ' parking14', label: 'Public Lot '},"
,Parking Availability - Street,ParkingType,parking_type,parking15,"{table: :parking_type, code: ' parking15', label: 'Street '},"
,,,,,
Property Status,Property Status - Active,PropertyStatus,status,active,"{table: :status, code: ' active', label: 'Active '},"
,Property Status - Active with Contingency,PropertyStatus,status,active,"{table: :status, code: ' active', label: 'Active with Contingency '},"
,Property Status - Pending,PropertyStatus,status,under-contract,"{table: :status, code: ' under-contract', label: 'Pending '},"
,Property Status - Closed,PropertyStatus,status,sold,"{table: :status, code: ' sold', label: 'Closed '},"
,Property Status - Withdrawn,PropertyStatus,status,withdrawn,"{table: :status, code: ' withdrawn', label: 'Withdrawn '},"
,Property Status - Expired,PropertyStatus,status,expired,"{table: :status, code: ' expired', label: 'Expired '},"
,Property Status - Temporarily Off Market,PropertyStatus,status,temporarily-off-market,"{table: :status, code: ' temporarily-off-market', label: 'Temporarily Off Market '},"
,Property Status - Rented,PropertyStatus,status,rented,"{table: :status, code: ' rented', label: 'Rented '},"
,,,,,
Property Type,Property Type - Residential,PropertySubType,property_sub_type,propertysubtype1,"{table: :property_sub_type, code: ' propertysubtype1', label: 'Residential '},"
,Property Type - Residential Non MLS,PropertySubType,property_sub_type,propertysubtype2,"{table: :property_sub_type, code: ' propertysubtype2', label: 'Residential Non MLS '},"
,Property Type - Farm/Ranch (min 35 acres),PropertySubType,property_sub_type,propertysubtype3,"{table: :property_sub_type, code: ' propertysubtype3', label: 'Farm/Ranch (min 35 acres) '},"
,Property Type - Farm/Ranch-Land Only,PropertySubType,property_sub_type,propertysubtype4,"{table: :property_sub_type, code: ' propertysubtype4', label: 'Farm/Ranch-Land Only '},"
,Property Type - Farm/Ranch Non MLS,PropertySubType,property_sub_type,propertysubtype5,"{table: :property_sub_type, code: ' propertysubtype5', label: 'Farm/Ranch Non MLS '},"
,Property Type - Multi-Family,PropertySubType,property_sub_type,propertysubtype6,"{table: :property_sub_type, code: ' propertysubtype6', label: 'Multi-Family '},"
,Property Type - Multi-Family Non MLS,PropertySubType,property_sub_type,propertysubtype7,"{table: :property_sub_type, code: ' propertysubtype7', label: 'Multi-Family Non MLS '},"
,Property Type - Lots/Land,PropertySubType,property_sub_type,propertysubtype8,"{table: :property_sub_type, code: ' propertysubtype8', label: 'Lots/Land '},"
,Property Type - Lots/Land Non MLS,PropertySubType,property_sub_type,propertysubtype9,"{table: :property_sub_type, code: ' propertysubtype9', label: 'Lots/Land Non MLS '},"
,Property Type - Building Only,PropertySubType,property_sub_type,propertysubtype10,"{table: :property_sub_type, code: ' propertysubtype10', label: 'Building Only '},"
,Property Type - Business & Building,PropertySubType,property_sub_type,propertysubtype11,"{table: :property_sub_type, code: ' propertysubtype11', label: 'Business & Building '},"
,Property Type - Commercial Non MLS,PropertySubType,property_sub_type,propertysubtype12,"{table: :property_sub_type, code: ' propertysubtype12', label: 'Commercial Non MLS '},"
,Property Type - Business Only,PropertySubType,property_sub_type,propertysubtype13,"{table: :property_sub_type, code: ' propertysubtype13', label: 'Business Only '},"
,Property Type - Residential Lease,PropertySubType,property_sub_type,propertysubtype14,"{table: :property_sub_type, code: ' propertysubtype14', label: 'Residential Lease '},"
,,,,,
Roof,Roof - Built-Up,RoofType,roof_type,roof1,"{table: :roof_type, code: ' roof1', label: 'Built-Up '},"
,Roof - Composition,RoofType,roof_type,roof2,"{table: :roof_type, code: ' roof2', label: 'Composition '},"
,Roof - Foam,RoofType,roof_type,roof5,"{table: :roof_type, code: ' roof5', label: 'Foam '},"
,Roof - Masonite,RoofType,roof_type,roof13,"{table: :roof_type, code: ' roof13', label: 'Masonite '},"
,Roof - Membrane,RoofType,roof_type,roof3,"{table: :roof_type, code: ' roof3', label: 'Membrane '},"
,Roof - Metal,RoofType,roof_type,roof4,"{table: :roof_type, code: ' roof4', label: 'Metal '},"
,Roof - Roll Roofing,RoofType,roof_type,roof6,"{table: :roof_type, code: ' roof6', label: 'Roll Roofing '},"
,Roof - Shake,RoofType,roof_type,roof12,"{table: :roof_type, code: ' roof12', label: 'Shake '},"
,Roof - Shingle,RoofType,roof_type,roof11,"{table: :roof_type, code: ' roof11', label: 'Shingle '},"
,Roof - Single-Ply Roof,RoofType,roof_type,roof7,"{table: :roof_type, code: ' roof7', label: 'Single-Ply Roof '},"
,Roof - Tar/Gravel,RoofType,roof_type,roof10,"{table: :roof_type, code: ' roof10', label: 'Tar/Gravel '},"
,Roof - Tile,RoofType,roof_type,roof8,"{table: :roof_type, code: ' roof8', label: 'Tile '},"
,Roof - Wood,RoofType,roof_type,roof9,"{table: :roof_type, code: ' roof9', label: 'Wood '},"
,,,,,
Sewer ,Sewer - Aerobic Septic,SewerType,sewer_type,sewer1,"{table: :sewer_type, code: ' sewer1', label: 'Aerobic Septic '},"
,Sewer - Central,SewerType,sewer_type,sewer2,"{table: :sewer_type, code: ' sewer2', label: 'Central '},"
,Sewer - City,SewerType,sewer_type,sewer3,"{table: :sewer_type, code: ' sewer3', label: 'City '},"
,Sewer - City Sewer Connection Available,SewerType,sewer_type,sewer4,"{table: :sewer_type, code: ' sewer4', label: 'City Sewer Connection Available '},"
,Sewer - Connected to City Sewer,SewerType,sewer_type,sewer5,"{table: :sewer_type, code: ' sewer5', label: 'Connected to City Sewer '},"
,Sewer - Engineered Septic,SewerType,sewer_type,sewer6,"{table: :sewer_type, code: ' sewer6', label: 'Engineered Septic '},"
,Sewer - Mound Septic,SewerType,sewer_type,sewer7,"{table: :sewer_type, code: ' sewer7', label: 'Mound Septic '},"
,Sewer - None,SewerType,sewer_type,sewer8,"{table: :sewer_type, code: ' sewer8', label: 'None '},"
,Sewer - Red Lodge,SewerType,sewer_type,sewer9,"{table: :sewer_type, code: ' sewer9', label: 'Red Lodge '},"
,Sewer - Septic Needed,SewerType,sewer_type,sewer10,"{table: :sewer_type, code: ' sewer10', label: 'Septic Needed '},"
,Sewer - Septic Tank,SewerType,sewer_type,sewer11,"{table: :sewer_type, code: ' sewer11', label: 'Septic Tank '},"
,Sewer - Shared Septic,SewerType,sewer_type,sewer12,"{table: :sewer_type, code: ' sewer12', label: 'Shared Septic '},"
,,,,,
House Design,House Design - 1 Story,Style,style,style1,"{table: :style, code: ' style1', label: '1 Story '},"
,House Design - 1.5 Story,Style,style,style2,"{table: :style, code: ' style2', label: '1.5 Story '},"
,House Design - 2 Story,Style,style,style3,"{table: :style, code: ' style3', label: '2 Story '},"
,House Design - 2.5 Story,Style,style,style4,"{table: :style, code: ' style4', label: '2.5 Story '},"
,House Design - Bi-Level,Style,style,style5,"{table: :style, code: ' style5', label: 'Bi-Level '},"
,House Design - Condominium,Style,style,style6,"{table: :style, code: ' style6', label: 'Condominium '},"
,House Design - Singlewide,Style,style,style7,"{table: :style, code: ' style7', label: 'Singlewide '},"
,House Design - Doublewide,Style,style,style8,"{table: :style, code: ' style8', label: 'Doublewide '},"
,House Design - Triplewide,Style,style,style9,"{table: :style, code: ' style9', label: 'Triplewide '},"
,House Design - Modular,Style,style,style21,"{table: :style, code: ' style21', label: 'Modular '},"
,House Design - Multi-Level,Style,style,style10,"{table: :style, code: ' style10', label: 'Multi-Level '},"
,House Design - Tri/Split Level,Style,style,style11,"{table: :style, code: ' style11', label: 'Tri/Split Level '},"
,House Design - Townhouse,Style,style,style12,"{table: :style, code: ' style12', label: 'Townhouse '},"
,House Design - Shop House,Style,style,style13,"{table: :style, code: ' style13', label: 'Shop House '},"
,,,,,
Business Type ,Business Type - Accounting,Style,style,style22,"{table: :style, code: ' style22', label: 'Accounting '},"
,Business Type - Agriculture,Style,style,style23,"{table: :style, code: ' style23', label: 'Agriculture '},"
,Business Type - Appliances,Style,style,style24,"{table: :style, code: ' style24', label: 'Appliances '},"
,Business Type - Appraisal,Style,style,style25,"{table: :style, code: ' style25', label: 'Appraisal '},"
,Business Type - Auto Repair-Speclty,Style,style,style26,"{table: :style, code: ' style26', label: 'Auto Repair-Speclty '},"
,Business Type - Auto Sales,Style,style,style27,"{table: :style, code: ' style27', label: 'Auto Sales '},"
,Business Type - Liquor Store,Style,style,style28,"{table: :style, code: ' style28', label: 'Liquor Store '},"
,Business Type - Bed & Breakfast,Style,style,style29,"{table: :style, code: ' style29', label: 'Bed & Breakfast '},"
,Business Type - Campground,Style,style,style30,"{table: :style, code: ' style30', label: 'Campground '},"
,Business Type - Car Wash,Style,style,style31,"{table: :style, code: ' style31', label: 'Car Wash '},"
,Business Type - Construction/Contractor,Style,style,style32,"{table: :style, code: ' style32', label: 'Construction/Contractor '},"
,Business Type - Convenience Store,Style,style,style33,"{table: :style, code: ' style33', label: 'Convenience Store '},"
,Business Type - Electrical,Style,style,style34,"{table: :style, code: ' style34', label: 'Electrical '},"
,Business Type - Furniture,Style,style,style35,"{table: :style, code: ' style35', label: 'Furniture '},"
,Business Type - Gas Station,Style,style,style36,"{table: :style, code: ' style36', label: 'Gas Station '},"
,Business Type - Hair Salon,Style,style,style37,"{table: :style, code: ' style37', label: 'Hair Salon '},"
,Business Type - Heat/Air Conditioning,Style,style,style38,"{table: :style, code: ' style38', label: 'Heat/Air Conditioning '},"
,Business Type - Hotel/Motel,Style,style,style39,"{table: :style, code: ' style39', label: 'Hotel/Motel '},"
,Business Type - Industrial,Style,style,style40,"{table: :style, code: ' style40', label: 'Industrial '},"
,Business Type - Laundromat,Style,style,style41,"{table: :style, code: ' style41', label: 'Laundromat '},"
,Business Type - Lumber,Style,style,style42,"{table: :style, code: ' style42', label: 'Lumber '},"
,Business Type - Manufacturing,Style,style,style43,"{table: :style, code: ' style43', label: 'Manufacturing '},"
,Business Type - Medical,Style,style,style44,"{table: :style, code: ' style44', label: 'Medical '},"
,Business Type - Mobile Home Park,Style,style,style45,"{table: :style, code: ' style45', label: 'Mobile Home Park '},"
,Business Type - Outfitting,Style,style,style46,"{table: :style, code: ' style46', label: 'Outfitting '},"
,Business Type - Photography,Style,style,style47,"{table: :style, code: ' style47', label: 'Photography '},"
,Business Type - Plumbing,Style,style,style48,"{table: :style, code: ' style48', label: 'Plumbing '},"
,Business Type - Professional/Office,Style,style,style49,"{table: :style, code: ' style49', label: 'Professional/Office '},"
,Business Type - Real Estate,Style,style,style50,"{table: :style, code: ' style50', label: 'Real Estate '},"
,Business Type - Restaurant,Style,style,style51,"{table: :style, code: ' style51', label: 'Restaurant '},"
,Business Type - Retail,Style,style,style52,"{table: :style, code: ' style52', label: 'Retail '},"
,Business Type - Storage,Style,style,style53,"{table: :style, code: ' style53', label: 'Storage '},"
,Business Type - Veterinary,Style,style,style54,"{table: :style, code: ' style54', label: 'Veterinary '},"
,Business Type - Video,Style,style,style55,"{table: :style, code: ' style55', label: 'Video '},"
,Business Type - Bar/Tavern/Lounge,Style,style,style56,"{table: :style, code: ' style56', label: 'Bar/Tavern/Lounge '},"
,Business Type - Other,Style,style,style57,"{table: :style, code: ' style57', label: 'Other '},"
,,,,,
Potential Uses ,Potential Uses - Residential,Style,style,style14,"{table: :style, code: ' style14', label: 'Residential '},"
,Potential Uses - Multi-Family,Style,style,style15,"{table: :style, code: ' style15', label: 'Multi-Family '},"
,Potential Uses - Commercial,Style,style,style16,"{table: :style, code: ' style16', label: 'Commercial '},"
,Potential Uses - Industrial,Style,style,style17,"{table: :style, code: ' style17', label: 'Industrial '},"
,Potential Uses - Agricultural,Style,style,style18,"{table: :style, code: ' style18', label: 'Agricultural '},"
,Potential Uses - Recreational,Style,style,style19,"{table: :style, code: ' style19', label: 'Recreational '},"
,Potential Uses - Other,Style,style,style20,"{table: :style, code: ' style20', label: 'Other '},"
,,,,,
Water Rights ,Water Rights - Well,WaterSource,water_source,water1,"{table: :water_source, code: ' water1', label: 'Well '},"
,Water Rights - Surface,WaterSource,water_source,water2,"{table: :water_source, code: ' water2', label: 'Surface '},"
,Water Rights - Territorial,WaterSource,water_source,water3,"{table: :water_source, code: ' water3', label: 'Territorial '},"
,Water Rights - Reservoir,WaterSource,water_source,water4,"{table: :water_source, code: ' water4', label: 'Reservoir '},"
,Water Rights - Water District,WaterSource,water_source,water5,"{table: :water_source, code: ' water5', label: 'Water District '},"
,Water Rights - None,WaterSource,water_source,water6,"{table: :water_source, code: ' water6', label: 'None '},"
,Water Rights - Other-See Remarks,WaterSource,water_source,water7,"{table: :water_source, code: ' water7', label: 'Other-See Remarks '},"